,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG
iShares MSCI EAFE Growth ETF,0,0.183403123,0.641238239,0,0.097935995,0.127083808,-0.105705408,0,-0.081265724,0,0.030071839,0.069529233,0,0.008415339,-0.018951124,0,0.037480365,0.01269969,0,0.031472829,0,0,0,0,0.013157775,0,0,-0.004597597,0,0.054505282,0,0,0,0,0,-0.00459481,0
iShares MSCI EAFE Value ETF,0,0.356129622,0.463022533,0,0,0.015781403,0.172500078,0,0.062781285,0,0,0,0,0,-0.02517093,0.056576327,-0.079150192,-0.155246951,0,-0.063967207,0,0.049952955,0,-0.020862888,0,0.046350982,0,-0.058024036,0,0,0,0,0,0.002522323,-0.003740087,0,0
iShares MSCI EM Asia ETF USD Acc,0,0,0,1.123662854,0.059705907,0,-0.029023779,0,-0.081499673,-0.009977714,-0.003184747,0,0,0,-0.005712279,0,0.009744735,0,0,0,0,-0.279710247,0,0,-0.037802379,0.050456477,0,-0.104459456,0,0,0,0.015441296,0,-0.008728696,0,0,0
iShares MSCI Emerging Markets ETF,0,0,0,0.941480641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036300707,0,0,0,0,0,0,0,0,0,0,0
iShares MSCI Japan ETF,0,-0.721154233,1.776952203,-0.094244933,0.067564685,0.092986906,0,-0.039926575,0,0,0,0.04641139,0.024167317,-0.023151164,-0.008898635,0.043695279,-0.077080331,0,0,-0.008526477,0,0.044633657,0,0,-0.017128388,-0.096814773,0,0,0,0.217065491,0,-0.091797615,-0.034573173,0.031579487,0,-0.233141596,-0.006293018
iShares MSCI Pacific ex Japan ETF,0,0,0.054620643,0.27060658,0,0,0.082239126,0.012321146,0,0,0,0.008255773,0,0.289817903,0,0,0.039328628,0,0,0,0,0,0,0,0,0.005074568,0,0,0,0,0,0,0,-0.005594728,0,0.236972973,0
iShares MSCI USA ESG Enh CTB ETF USD Acc,0.53247315,0,0,0,0.065562598,0.003490849,0,0,0,0,0,0.058000415,0,0,0,0,0.041342643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285329637
iShares MSCI USA ESG Enh CTB ETF USDDist,0.526672432,0,0,0,0.06601998,0.002641311,0,0,0,0,0,0.057631563,0,0,0,0,0.04167552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290088228
iShares MSCI USA Quality Factor ETF,0,0,0,0.002848738,0.000176776,0.005241591,0,0,0,0,0.003420197,0.008056132,0,0,0,0,0,0.967823404,0,0,0,0,0,0,0.002319701,0,0,0,0,0,0,0,0,0.001312176,0,0,0
iShares MSCI Wld ESG Enh CTB ETF USDDist,0.0226659,0,0.130490714,0,0.131280996,0.050594696,0.076497344,0,0,0.049835266,0,0.076703358,0,0.000440835,0,0,0.033832717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038719516,0.335095589
iShares MSCI World ETF,0.522156088,0.033045979,0.217617316,0,0.017450962,0.024605707,0.006019634,0,0.005610221,0,0,0.046944205,0.002182138,0.006697952,-0.017202224,0,0.016303693,0,0,0,0,0.02045143,0,0,0,0.005076848,0,-0.026231973,0,0,0,0,0,0.004982649,0,0.00400981,0.076619664
iShares MSCI World ETF USD Dist,0.501610379,0.015852577,0.228914633,0,0.010208298,0.02597383,0.006900283,0,0.00315443,0,0,0.044750766,0.001195739,0.010409102,-0.014405946,0,0.022321197,0,0,0,0,0.012506909,0,0,0,0.016995646,0,-0.010297792,0,0,0,0,0,0.006527162,0,0.001782914,0.095784507
iShares MSCI World EUR Hedged ETF Acc,0.51527636,0,0.283737475,-0.024405779,0.012462487,0,0,0,0.002122725,0,0,0.032310809,0.008437008,0,-0.007719021,0,0.020514234,0,0,0,-0.029781012,0,0,0,0,0,0,0,-0.135556491,-0.047034585,0,0,-0.004954742,0.004119096,0,0.001827526,0.095597051
iShares National Muni Bond ETF,0,0,0,0,0.003438825,0,0,0,-0.035032903,0,0,0,0,0,0.006446735,0,0,0,0,0.102145489,0,0,0.186856413,0,0.00233885,0.00720505,0.12679844,0,0,0.008501273,0,-0.009358934,-0.011273031,0.023821129,0,0.001467142,0
iShares Paris-Algnd Clmt Optd MSCIUSAETF,0.688521291,-0.042987691,0,-0.058608338,0.093972984,0,-0.018728163,0,-0.042301994,0.010112299,-0.03255594,0.102842733,0,0,0.017920307,-0.092381822,0,0,0,0.026318545,0,0,0.020525262,0,0.007738437,0,0,0,0.056322711,-0.006084175,0,-0.033373745,-0.0210338,0.027480501,-0.068965773,0.088729184,0.227311445
iShares Physical Gold ETC,0,0,0,0,0,0,0,0,-0.01042401,-0.011534727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948616962,0,0,0,0
iShares Preferred&Income Securities ETF,0,0,0,-0.064140338,-0.00409563,0,0.068814833,0.039923773,-0.029611412,-0.18168587,0,0.205295432,0.018448715,0,0,0,0,0,0,0,0,0,0.088224615,0.381570898,-0.076406294,0,0.311445675,0,0,-0.013968901,0,0.047284709,-0.011031854,-0.042308923,0,0.150963055,0
iShares Russell 1000 ETF,0.761538415,0,0,0,0,0,0,0,0.00017585,0,0,0.050854042,0,0,-0.016847016,0.019060832,0.036633181,0.004292215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005944176,0,0.001446401,0,0.01840235,0.115920588
iShares Russell 1000 Growth ETF,0.927408352,-0.009912523,0,0,0.234461635,0,-0.099227227,0,-0.037632259,-0.024203261,-0.064367771,0.131624389,0.028932482,-0.012892926,-0.052729906,-0.184926129,0.121481671,0,0,0,0,0,0,0,0,0,0,-2.47E-05,0,0,0,0.009574566,0,0.001459114,0,0.00935436,0.02534198
iShares Russell 1000 Value ETF,0.279430372,-0.057714807,0,0,-0.156377549,0.028530069,0.129790065,0,0.048940457,0.074751125,0.032144348,0,0,0.030454807,0,0.276318288,-0.03083256,0,0.151539649,0,0,0,0,0,0,0,0,0,0,-0.005827521,0,0.001873296,0,0,0,0.037043509,0.152506377
iShares Russell 2000 ETF,0,0,0,0,0,0,0,0,0.005468347,0.102959955,-0.280357423,0.164584278,0,0,-0.035075028,0.617764962,0.095046269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053453232,0,0,0.213662193,0.090561711
iShares Russell 2000 Growth ETF,0,-0.009234166,0,0,0,0.012012714,0,0,0,0.035176951,-0.256539203,0.296149913,0,0,-0.055971187,0.381284433,0.297565491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05107662,0,0,0.14740415,0.163551242
iShares Russell 2000 Value ETF,0,-0.035096369,0,0,0,0,0.057233104,0,0.068439524,0.115637981,-0.308914257,0.030348622,0,0,-0.013302402,0.751675249,0,0,0,-0.005934602,0,0,0,0,0,0,0,0,0,0,0,0,-0.048465324,0,0,0.293746624,0
iShares Russell 2500 ETF,0,-0.079111964,0,0,0,0,0,0,0.020629819,0.117945606,-0.14911434,0.251872222,0,0,0,0.494850489,0.122922847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001170695,0,0,0.226368569,0.01832866
iShares Russell 3000 ETF,0.675919639,0,0,0,0,0,0,0,0.003452596,0,0,0.061967159,0,0,-0.023214377,0.061895914,0.044595837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002943776,0,0.025509751,0.141227028
iShares Russell Small/Mid-Cap Idx Instl,0,-0.005642821,0,0,0,0,0,0,0.023158866,0.089215317,-0.184416326,0.199978776,0,0,0,0.493936003,0.087128922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017620491,5.12E-05,0,0.197339598,0.110654405
iShares S&P 500 Growth ETF,0.982034144,0,0,0,0.199155986,0,-0.066933778,-0.004938691,-0.02496902,-0.037511411,-0.038494384,0.099090116,0.006190461,-0.009808057,0,-0.242171369,0.155205788,0,0,-0.01254368,0,-0.006570606,0,0,0,0,0,0,0,0.019601327,0,0,-0.018380215,0,0,0,0
iShares S&P 500 Paris-Algnd Clmt ETF$Acc,0,0,0,0,0.184160589,0,0,0,-0.032645673,0,0,0.047175121,0,0,0,0,0.03607965,0.110453354,0,0,0,0,0,0,0,0,0,0,0,-0.048842774,0,0,0,0,0,0.048639231,0.504770204
iShares S&P 500 Value ETF,0.513534867,-0.075241946,0,-0.009812192,-0.114675403,0.03607357,0.094214858,0,0.034770095,0.079721619,0.091828995,-0.01568509,-0.00684233,0.017670269,-0.036863966,0.333320451,-0.15515052,0.018612717,0.13974805,0.027021428,0,0.037465198,0,0,0.01800983,-0.014474046,-0.02734435,-0.044964598,0.01587936,-0.069801913,0.049484126,0.000766518,0.00659843,0.001192684,-0.036013743,0.006682148,0.007796529
iShares S&P Mid-Cap 400 Growth ETF,0,0,0,0,0,0,0,0,0,0.038271796,0,0.1731801,0,0,0,0.297196271,0.17719656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047714085,0.265033764
iShares S&P Mid-Cap 400 Value ETF,0,-0.16244197,0,0,-0.078267314,-0.015617327,0.06879458,0,0.062043568,0.180373791,-0.151593344,0.111394524,0,0.064339823,0,0.594233394,-0.025081818,0,0,-0.025038369,0,0,0,0,0,0,0,0,0,-0.024193001,0,0,0,0,0,0.258604202,0.120540478
iShares S&P Small-Cap 600 Growth ETF,0,0,0,0,0,0,0,0,0,0.048667966,-0.209194936,0.087040794,-0.000977085,0,0,0.573005252,0.088625426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054521075,0,0,0.192465231,0.194885848
iShares S&P Small-Cap 600 Value ETF,0,0,0,0,0,0,0,0,0.091229793,0.003857805,-0.217290036,0.06709562,0,0,-0.060721806,0.886778349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011674306,0,0,0.235243752,0
iShares Select Dividend ETF,0,0,0,0,-0.105037005,0,0,0,0.111391327,0,0,0,0,0,0.194161181,0.560256727,0,0,0.047642649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113645403,0
iShares Short Treasury Bond ETF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84E-19,0,0,0
iShares TIPS Bond ETF,0,0,0,0,0.008270051,0,-0.008837863,0,0,0,0,0,-0.008087738,-0.002013621,-0.001284569,0,0,0,0,0.014304168,0,0,0.037985483,0,-0.00307446,0.011559925,0,0,0,0,0,0.001876955,0.008726698,6.43E-05,0.792339888,0.01273242,0
iShares UK Gilts 0-5yr ETF GBP Acc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08186297,0,0,0,0,0,0,0
iShares US Aggregate Bond ETF USD Acc,0,0,0.058590779,-0.00320979,0,0,0,0,-0.013264793,-0.011189881,-0.011750573,-0.017031062,0.015420596,-0.031536429,0,0.028162389,-0.020014581,0,0,0.097517153,0.043071194,-0.018474271,0.369045432,0,-0.007566298,-0.038401781,0,-0.051016033,0,0.053200764,-0.013453505,-0.009982927,-0.000197438,-0.002436878,0.10834407,0,0
iShares US Basic Materials ETF,0,-0.134467407,0,-0.071321126,-0.124655938,0.012380527,0,0,0.010650385,0.06454443,0,0,-0.092564809,0.847768207,0,0.229341906,0,0.049862013,0,0,0,-0.038829794,0,0,-0.027873505,0,0,0,0,-0.169790512,0,0,0.076617733,-0.012224722,0,0,0.314887836
iShares US Consumer Discretionary ETF,0.363431624,-0.136145278,0,-0.140522171,0,0,0,0,0,0,0,0.778284065,0,0,-0.00162634,0,0.099071622,0,0,0,0,0,0,0,0.007682935,0,0,0,0,0,0,0,0,-0.008839348,0,0.05788552,0
iShares US Consumer Staples ETF,0,0,0,0,0,0,0,0,0.025469498,0,0.690566637,0,0,0,0,0.162171101,0.00603856,0,0.009699213,0,0,0,0,0,0,0,0,0,0,0,0,0.005224086,0,0.026708906,0,0,0
iShares US Energy ETF,0.084307335,-0.22749196,0,0,0,0,0,0,1.13858798,0,0,0.096969758,0,0,-0.085475802,0.047573307,0,0,0,-0.020708047,0,0,0,0,0,0,0,0,0,0,0,0,0.020070621,-0.033897351,0,0.012333656,0.05779002
iShares US Financial Services ETF,0.08977134,-0.251931738,0,-0.091667247,-0.048050506,0,1.021755357,0,-0.022022253,0,0,0.032930161,-0.018452379,0,-0.148472977,0.199587968,0,0.138540631,0,0.013436558,0,0,0.066275138,0.066516929,0,0.049187417,0,0,-0.006081137,0.002173886,-0.210309058,0,0,0,0,0,0.106923095
iShares US Financials ETF,0,-0.291544693,0,-0.077261407,-0.11732906,0,0.856501594,0,0.008720634,-0.01893112,0,0,-0.019292406,0,-0.000747033,0.081321898,0.114950192,0.171419149,0.017804425,0.063446978,0,0,0,0.010566334,0,0,0.053935947,0,0,0,-0.138236328,0,0,0.005625066,0,0.095565883,0.172285044
iShares US Healthcare ETF,0,-0.172369031,-0.050667836,0.033358729,-0.044810297,1.101013655,0,-0.016227371,-0.029248949,-0.020782179,-0.095471485,0.05780314,-0.024697488,0.033794154,-0.033327642,0.0801483,0.042744063,0,0.027643553,-0.016970126,0,0,0,0,0,0.060726154,0.009209316,-0.054893989,0,-0.051199398,0,0.014931142,-0.007828995,0,0,0.028484342,0.034734308
iShares US Industrials ETF,0.047389406,-0.205719275,0,0,-0.078253371,0,0.001732467,0,0,0.790092935,0,0,0,0,-0.052768812,0.151879668,0.007388811,0.008692098,0.113799746,0.019225205,0,0,0,0,0,0,0,0,0,0,0,0,-0.002567607,0.009313469,0,0.017387072,0.237415654
iShares US Infrastructure ETF,0,-0.336870672,0,0,-0.089228712,-0.091022892,0.054980209,0.075388903,0.001256784,0.361402262,-0.12759616,0.060479358,-0.155835644,0.23461854,0.248374424,0.391535573,-0.056115878,0,0,-0.023459814,0,-0.027461617,-0.047259062,0,0,0,0,0,0,0,0,0,0.004437429,-0.009589913,0,0.074191047,0.351502126
iShares US Real Estate ETF,0,-0.03870614,0,0.014980314,0,0.015846957,-0.017833514,0,-0.043135283,-0.009019212,0,0.026221406,0,0,0.016594345,0,-0.021910875,0,0.235173071,0.059347515,0,0,0,0,0,-0.050207129,0,0,0,-0.060764612,0,0.003040057,-0.009583835,-0.004621045,0,0.884832776,0
iShares US Technology ETF,0,-0.100515533,0,0,0.95018179,0,0,0,-0.033090933,0,-0.031825649,0.039037518,0.121504798,-0.002500224,0,0,0.039463269,0,0,0,0,-0.003292829,0,0,-0.036739845,0,0,0,-0.011002036,0,0,0,-0.000822801,0,0,0,0.043822074
iShares US Telecommunications ETF,0,0,0,-0.002276863,0,0,0,0,0,0,0,0,0.219393056,0,0,0.438284431,0,0,0.209734703,0.064628414,0,0,0,0,0,0,0,0,0,0.019664106,0,0,0.031452817,-0.001360839,0,0,0
iShares US Treasury Bond ETF,0,0.005938085,0.090539175,-0.020995497,0,-0.011108517,-0.003376351,-0.027090066,-0.012053197,-0.003851837,0,-0.032917256,0.021866363,-0.033362426,0.01088314,0.021189135,-0.01489389,0.004940324,0,0.218653909,0.164042953,0,0.169397746,0.037736147,-0.041723841,-0.058980824,-0.071224034,-0.017748249,0,0,-0.015992457,-0.015123949,0.01677327,0.002815379,0.1306031,-0.031426903,0
iShares US Utilities ETF,0,-0.225213793,0,0,0,0,0,0,0,0,0,0,0,0,0.957838159,0,0,0,0.231807659,0,0,0,0,0,0,-0.001976337,0,0,0,0,0,0,-0.006360605,0,0,0,0
iShares® Gold Trust Micro,0,0,0,0,0,0,-0.025549337,0,0,0,0,0,0,0,0,-0.007685156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941953372,-0.017010187,0,0,0
iSharesParis-AlgndClmOptdMSCIWldexUSAETF,0,0.168227071,0.574803849,0,0.057557945,0.08777618,0,0,-0.044543258,0,0,0.009704161,0,0.042425921,0.027664747,0,0,0,0,0,0,0,0,0,0,0,0,-0.125327966,0,0,0,-0.110390828,0,0,0,0.039937631,0
Janus Henderson Global Sust Eq I,0,0,0.222570875,0,0.274237385,0.04884959,0,0,-0.008471346,0.144420994,0,0.075864355,0,0.025714355,0,0,0.102319035,0.002971012,0,0.061629525,0,0,0,0,0,0.006257703,0,0,0,0,0,0,0,-0.031709085,0,0.076854094,0
Janus Henderson Global Sust Eq I Acc,0,0,0,0,0.243653885,0,0,0,-0.051359508,0,0,0,0,0.189589662,0,0,0.263987164,0,0,0,0,0,0,0,-0.037395402,0,0,0.040746142,-0.387459272,0,0,-0.003248313,0,-0.012677913,0,0.04321118,0.0185729
Janus Henderson Hrzn Glb HY Bd H2 EURH,0,-0.045332581,0,0,0,-0.072755607,0,0,0,0,-0.006711157,0.007588883,0.003508848,-0.000159959,-0.016701702,0.011481135,0.039509511,0,0,-0.041456969,0,0,0,0.358137808,-0.053338666,0.239718462,0.247343598,0,-0.117807592,-0.039872177,0,0,0,0.007906267,0.029626347,0.089455144,0
Janus Henderson Hrzn Glb HY Bd H2 GBPH,0,0,0,0,0,-0.039966351,0,0,0,0,0,0.018841302,0.033242219,0,-0.025700415,0.006137103,0.025564113,0,0,-0.000463671,0,0,0,0.361321114,-0.067724912,0.145004008,0.11430588,0,-0.010518213,0,0,0,0,0.001076713,0,0.050197833,0.033607031
Janus Henderson Hrzn Glb HY Bd H2 HCHF,0,0,0,0,0,-0.066259363,0,0,0,0,0,0,0.043952909,-0.012117205,-0.030090622,0.022036733,0.019625769,0,0,0,0,0,0,0.399908763,-0.065284553,0.122281379,0.051083974,0,0,-0.008816415,0,-0.007368003,-0.003559529,0,0,0.133025101,0
Janus Henderson Hrzn Glb HY Bd H3q EURH,0,-0.044873301,0,0,0,-0.071619626,0,0,0,0,-0.008431079,0.009497737,0.001928866,-0.001336372,-0.01627281,0.012644208,0.037816307,0,0,-0.042054953,0,0,0,0.357900551,-0.054581411,0.236217136,0.25024261,0,-0.111997464,-0.040408285,0,0,0,0.007992488,0.034240227,0.089050824,0
Janus Henderson Hrzn Glb HY Bd I2 HEUR,0,-0.019485376,0,0,0.033107623,-0.043405805,0.020594095,0.022582025,-0.017423337,-0.041026772,-0.014230534,0.029793631,0,0.013623081,-0.029147295,0.037178067,0.051074526,-0.117578995,0,-0.060165787,-0.187725032,0.033110172,0.00573217,0.438082663,-0.046517538,0.245580183,0.232214478,0,-0.075764653,-0.017717039,0,-0.038466911,-0.005662503,0.014175764,0.152842004,0.087386477,0
Janus Henderson Hrzn Glb HY Bd I2 USD,0,-0.017361064,0,0,0.0353253,-0.042290123,0.020005227,0.019800039,-0.019652232,-0.04593772,-0.010040456,0.032302388,0,0.016898008,-0.029654704,0.039772033,0.052661706,-0.126484054,-0.001683672,-0.063879906,-0.236328049,0.048285944,0.038526896,0.445824466,-0.040363617,0.241387441,0.210215472,0,-0.058236706,-0.009411299,0,-0.043012292,-0.003917526,0.014585683,0.160244835,0.088024698,0
Jupiter Dynamic Bd D $ Hsc Acc,-0.030659299,0,0.144239905,-0.042144714,0,-0.045046001,0.03336499,0,-0.026496263,-0.088646574,0,-0.02413539,-0.004898207,0.033609682,-0.056048866,0.0183278,-0.008157905,-0.003750788,0,0.067110678,0,-0.049277507,0.065886613,0.196549942,0.023784037,0.007913454,0.205846893,0,-0.054080141,0,0,-0.054531231,-0.042118717,0.000402866,0.277487678,0.056990711,0
Jupiter Dynamic Bd I $ Hsc Acc,-0.024523206,0,0.166474654,-0.050092013,0,-0.039946261,0.035725186,0,-0.022905675,-0.107055323,0,-0.024935487,0,0.030052427,-0.052381733,0.023669247,-0.011522645,-0.005483991,0,0.067831581,0,-0.053206353,0.036941208,0.163247672,0.032917723,0.01320941,0.233841138,0,-0.064020145,0,0,-0.066026019,-0.052294461,0.001329364,0.298924451,0.052910322,0
King Street Side Pocket,0,0,0,0,0,0,0,0,0.019584977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirkoswald Glbl Mac UCITS USD Instl Fdr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirkoswald Global Macro Class F,0,0,0,0,0,0,0,0,0,-1.24E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L&G Multi-Strategy Enhanced Cmdts ETF,0,0,0,0,0,-0.03558609,0,0,0.069769467,0,0,0.061395903,0,0,0,0,-0.01812581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756676298,0,0,0.077998245,0,0
LBMA Gold Price AM USD,0,0,0,0,0,0,0,0,0,-0.002950992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007497756,0.924726798,0,0,0,0
Leadenhall UCITS ILS A USD Acc,0,0,0,0,0,0,0,0,-5.78E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life Cycle Global Share (P Rutter Track Record),0.149797695,0,0,0,0.083999356,0.075349522,0.082052841,0,0,0.044359953,0,0,0.032227405,0.099583056,0,0.008117719,0.061296465,0,0,-0.014486563,0,0,0,0,-0.013768208,0,0,0,0,0,0,0,0,0,0,0.014373011,0.242251563
Marcho Long Fund,0,0,0,0,0.150726198,0,0.107369415,0,-0.065729372,0,-0.122463972,1.028822411,0.235732461,0,-0.238380723,0,0.264791443,0,0,0.069827612,0,0,0,0,0,0.116576925,0,0,0,0,0,-0.144753712,0,-0.124657751,0,0.013389026,0
Markit iBoxx ALBI TR USD,0,0,0,0.15311583,0,0,-0.019013412,0,0,0,0,0,0.003595205,0,0,-0.004815313,0,0,0,0.01250267,0.218091701,0.113781812,0,0,0,0,0,0,0,0.073818155,0,-0.006078762,0.014693728,-0.02154492,0,0.052209348,0
Marshall Wace Global Opportunities Class B USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthews Emerging Markets Sust Fut Inst,0,0,0,0.686938779,0,0,0,0,0,0,0,0.136029006,0,0,0,0,0.002990652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032343424,0
Montanaro Better World GBP Dis,0,0,0,-0.152198838,0.020405052,0.196123894,-0.200288403,0,-0.209214672,0,-0.354619316,0.373336469,-0.144806234,0.328066836,0,0,0.196165932,0,0,0.009542434,0,-0.009155356,0.028263399,0.147631318,0,0,0,0,-0.367480188,0.185951357,0,-0.032707919,-0.105231049,0.025836483,0,0.090859096,0.402143849
Morningstar US HY Bd TR Hdg CHF,0,-0.040137599,0,-0.005135795,0.021731826,-0.005225371,0.010611228,0.003095568,-0.008580409,-0.025680059,0.000517466,0.02427615,-0.018030132,0.038158389,-0.010322966,-0.026145494,0.029856413,-0.119570858,-0.018047334,-0.062873707,-0.202571602,0.047785787,0.111410236,0.716631376,0,0.136237908,0.016082119,-0.049638253,-0.045897726,0.012947345,0,-0.012403778,-0.017623391,0.017748072,0.153883486,0.062452856,0.070308077
Morningstar US TIPS TR Hdg CHF,0,0,0,0,0.01033702,0.002215442,-0.011970285,0,0,0,0,0,-0.0066791,0,0.003889435,0,0,0,0,0.021109287,0,0,0.005796474,0,0,0.001002035,0,0,0,0,0,0.009090191,0.004879187,0,0.785448563,0.016416265,0
Morningstar US TIPS TR Hdg EUR,0,-0.003564285,0,-6.21E-05,0.009808168,0,-0.009882822,0,-0.00040193,0,0,0,-0.003454658,0,0.003036168,0,0,0,0,0.012872737,0,0,0.01483333,0,-0.005848434,0.00032527,0,-0.007873447,0,0,0,0.001559389,0.009304367,0.000810761,0.807344348,0.018358946,0
Morningstar USD 1M Cash TR USD,0,0,0,0,0,0,0.003067268,0,2.41E-05,0,-0.001069706,0,0.008427478,-0.004563628,0,0,0,0,0,-0.002712826,0,0,0,0,-0.001061137,0,0,0,0,0,0,-0.013176603,0.009041173,0.002958663,0,0,0
MSCI AC Asia Ex Japan NR USD,0,0,0,1.078689582,0.035800855,0,0,0,-0.063086159,0,0,0,0,0,-0.001503481,0,0.001431934,0,0,0,0,-0.217179443,0,0,-0.037045682,0.009890589,0,-0.122266401,0,0,0,0,0,-0.010064931,0,0,0
MSCI AC Asia Pac Ex JPN NR EUR,0,0,0,0.856892853,0.052640862,0,0,0,-0.02831092,0,-0.033937871,0.042930895,0,0.028292884,0,0,0,0,0,0,0,-0.166156698,0,0,-0.065267846,0,0,0,-0.683392861,0,0,0,0,-0.017982164,0,0.079280372,0
MSCI ACWI NR USD,0.366657619,0,0.173517981,0.091439525,0.029523667,0.028107061,0.025068781,0,0.00265508,0,0,0.056629533,0.008208492,0.023303904,0,0,0.025225095,0,0,0,0,0.00103518,0,0,0,0.040162743,0,0,0,0,0,0,0,0.006775556,0,0,0.107997923
MSCI EM NR USD,0,0,0,0.92405282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037306627,0,0,0,0,0,0,0,0,0,0,0
MSCI Europe NR EUR,0,0.814470247,0,-0.002904676,0,0.027109462,0,0,-0.01362515,0,0.038683689,0.022047126,-0.019386574,0,-0.0556664,0.009986044,0,0,0,-0.001713219,0,0,0,0,0,0.021126377,0,0,-0.830927657,-0.018492158,0,0,0,0.012620475,0,0.028639603,0.053265972
MSCI Japan NR USD,0,-0.794101914,1.777672869,-0.08868313,0.088266382,0.09334155,0,0,0,0.041814435,-0.014591561,0,0.039063714,-0.031026315,-0.019737294,0.003366859,-0.067097328,0,0,-0.015791032,0,0.057096669,0,0,-0.052713148,-0.005397282,-0.0754282,0,-0.008209832,0.201807543,0,-0.116811924,-0.024810415,0.040998541,0,-0.199783873,0
MSCI World NR EUR,0.531164764,0.019427569,0.230340342,0,0.027620435,0,0,0,0.003145752,0.010160282,0,0.035819061,0,0.005077289,-0.021002934,0,0.001659164,0,0,0,0,0,0,0,-0.001470685,0,0.00689508,0,-0.923217979,0,0,-0.000522555,-0.001245853,0.004515419,0,0.009044957,0.078681859
MSCI World Small Cap NR USD,0,0,0,0,0,0,0.045983334,0,0,0.13382893,0,0.21946301,0,0.068613216,0,0.318728999,0.04593343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013197463,0,0.154971534,0
Multi-Strategy Fund Perf,0,0,0,0.042564769,0,-0.045875177,0.030962856,0,-0.019502743,0,-0.037864347,0.009727124,-0.038585687,-0.014024271,-0.012971914,0,0.007232914,-0.010030866,0,-0.077339713,0,0,0,0.101867239,-0.013155111,0.0486312,0.187323448,0,-0.059327607,-0.013083443,-0.014759941,-0.00448095,0.017188303,0.030340776,0,0.10906507,-0.03888409
Municipal High Income Fund,0,-0.010104939,0,0.033635153,0,-0.0176115,-0.003375556,0.051751822,-0.028235895,0,-0.067828717,-0.010698861,-0.007897534,0.01504039,0,0,-0.005318299,0,0,0.016966916,0,-0.023688333,0.191011201,-0.003147155,0,0.002123537,0.141750313,0,-0.052407479,-0.00790521,-0.0231614,-0.02321403,-0.025174507,0.030821561,0.103039125,0.030455549,0
